,state_name,county,city,hour_of_crash,day_of_crash,month_of_crash,light_condition_name,atmospheric_conditions_1_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash,national_highway_system,latitude,longitude
6119,Texas,469,0,19,7,12,Dark – Not Lighted,Clear,1,0,2015-12-07 19:16:00+00:00,1,28.74654444,-97.06810556
6120,Tennessee,145,0,13,14,2,Daylight,Clear,1,0,2015-02-14 13:44:00+00:00,0,35.87663889,-84.56803889
6121,West Virginia,33,540,15,26,11,Daylight,Clear,1,0,2015-11-26 15:00:00+00:00,0,39.26638333,-80.37403333
6122,Kansas,177,0,21,12,6,Dark – Lighted,Clear,1,1,2015-06-12 21:10:00+00:00,0,38.95436389,-95.68718889
6123,Indiana,147,830,22,4,5,Dark – Not Lighted,Clear,2,0,2015-05-04 22:16:00+00:00,0,38.00219722,-87.02401111
6124,Arizona,3,0,5,23,11,Dark – Not Lighted,Clear,1,0,2015-11-23 05:12:00+00:00,0,31.90546667,-109.76272222
6125,Georgia,213,0,21,8,7,Dark – Not Lighted,Clear,1,0,2015-07-08 21:18:00+00:00,0,34.90154167,-84.7484
6126,New York,21,6230,17,2,11,Dark – Lighted,Clear,1,0,2015-11-02 17:20:00+00:00,0,42.44514167,-73.68664167
6127,Missouri,63,0,22,31,10,Dark – Not Lighted,Clear,1,0,2015-10-31 22:30:00+00:00,0,39.77958333,-94.22897222
6128,Arizona,1,0,11,31,10,Daylight,Clear,1,1,2015-10-31 11:09:00+00:00,0,35.32421667,-109.433925
6129,Texas,419,6940,14,12,4,Daylight,Clear,1,0,2015-04-12 14:36:00+00:00,1,31.90174444,-94.40871944
6130,Texas,141,2190,18,16,5,Daylight,Clear,2,0,2015-05-16 18:56:00+00:00,1,32.00136111,-106.3269
6131,Michigan,91,0,15,20,10,Daylight,Clear,1,0,2015-10-20 15:24:00+00:00,1,42.03829444,-84.349875
6132,Texas,23,0,17,23,6,Daylight,Clear,2,0,2015-06-23 17:50:00+00:00,1,33.66967222,-99.13955278
6133,Texas,3,0,20,21,4,Dark – Not Lighted,Clear,3,1,2015-04-21 20:56:00+00:00,1,32.14646111,-102.47166667
6134,Texas,303,0,8,9,9,Daylight,Clear,1,0,2015-09-09 08:40:00+00:00,1,33.41440556,-101.82471111
6135,Texas,213,0,14,23,6,Daylight,Clear,1,0,2015-06-23 14:12:00+00:00,1,32.17636111,-95.79038333
6136,Texas,149,0,12,13,2,Daylight,Clear,1,1,2015-02-13 12:14:00+00:00,1,30.14164444,-96.76861389
6137,Texas,305,0,15,6,4,Daylight,Clear,3,0,2015-04-06 15:49:00+00:00,1,33.27300556,-101.80602778
6138,Texas,209,0,9,2,12,Daylight,Clear,2,1,2015-12-02 09:34:00+00:00,1,30.19655,-97.9987
6139,Texas,229,0,9,19,11,Daylight,Clear,2,1,2015-11-19 09:05:00+00:00,1,31.83792222,-105.757825
6140,Michigan,55,0,12,5,8,Daylight,Clear,1,0,2015-08-05 12:38:00+00:00,1,44.68667222,-85.65616944
6141,Michigan,91,3817,14,17,7,Daylight,Clear,1,0,2015-07-17 14:23:00+00:00,1,41.84594444,-83.91941111
6142,Arkansas,107,0,15,19,3,Daylight,Clear,1,0,2015-03-19 15:40:00+00:00,1,34.554825,-90.73125
6143,Texas,237,0,18,16,10,Daylight,Clear,3,0,2015-10-16 18:30:00+00:00,1,33.19012778,-98.13498611
6144,Texas,341,0,6,26,6,Daylight,Clear,2,1,2015-06-26 06:50:00+00:00,1,35.69044444,-101.96441944
6145,Texas,253,0,9,11,9,Daylight,Clear,1,0,2015-09-11 09:53:00+00:00,1,32.78613889,-99.88548056
6146,Texas,29,0,2,16,8,Dark – Lighted,Clear,1,1,2015-08-16 02:58:00+00:00,1,29.29379722,-98.36220833
6147,North Carolina,169,0,18,17,5,Daylight,Clear,1,1,2015-05-17 18:49:00+00:00,1,36.34084722,-80.05168056
6148,North Carolina,163,0,7,10,7,Daylight,Clear,2,0,2015-07-10 07:43:00+00:00,1,34.95386667,-78.29455833
6149,North Carolina,163,0,11,13,8,Daylight,Clear,1,0,2015-08-13 11:10:00+00:00,1,35.15711944,-78.61536111
6150,Texas,453,0,17,25,7,Daylight,Clear,2,1,2015-07-25 17:27:00+00:00,1,30.09543056,-97.69401944
6151,Texas,407,0,23,31,3,Dark – Lighted,Clear,1,0,2015-03-31 23:05:00+00:00,1,30.49251667,-94.99199167
6152,Texas,465,1820,8,23,11,Daylight,Clear,1,0,2015-11-23 08:39:00+00:00,1,29.42616389,-100.90734444
6153,Texas,143,0,15,30,7,Daylight,Clear,1,0,2015-07-30 15:52:00+00:00,1,32.25502222,-98.15638889
6154,Texas,251,120,1,8,3,Dark – Not Lighted,Clear,3,1,2015-03-08 01:23:00+00:00,1,32.41063889,-97.25297222
6155,Texas,401,0,19,22,11,Dark – Not Lighted,Clear,1,1,2015-11-22 19:15:00+00:00,1,32.06509722,-94.90894167
6156,Texas,497,890,23,23,9,Dark – Not Lighted,Clear,1,1,2015-09-23 23:24:00+00:00,1,33.21182778,-97.78950833
6157,Texas,249,0,16,12,7,Daylight,Clear,1,0,2015-07-12 16:23:00+00:00,1,27.84046944,-98.08488889
6158,Michigan,115,1586,10,21,5,Daylight,Clear,1,0,2015-05-21 10:40:00+00:00,1,41.77573889,-83.518175
6159,Texas,253,0,9,23,6,Daylight,Clear,1,0,2015-06-23 09:16:00+00:00,1,32.92306944,-99.83453889
6160,Texas,139,2240,9,15,10,Daylight,Clear,1,0,2015-10-15 09:18:00+00:00,1,32.32722778,-96.71972222
6161,Texas,277,0,17,3,12,Daylight,Clear,1,0,2015-12-03 17:03:00+00:00,1,33.75133056,-95.54458889
6162,North Carolina,15,0,19,7,7,Daylight,Clear,1,0,2015-07-07 19:27:00+00:00,1,36.22875278,-76.939275
6163,California,79,0,16,14,8,Daylight,Clear,1,0,2015-08-14 16:15:00+00:00,1,35.66751944,-120.69616111
6164,Texas,249,0,17,30,1,Daylight,Clear,1,0,2015-01-30 17:33:00+00:00,1,27.27150278,-98.13488611
6165,Texas,103,0,16,13,3,Daylight,Clear,1,0,2015-03-13 16:33:00+00:00,1,31.38193611,-102.34848056
6166,Colorado,43,0,12,25,3,Daylight,Snow,1,0,2015-03-25 12:30:00+00:00,1,38.48919444,-105.27870278
6167,New Mexico,45,0,11,23,12,Daylight,Snow,1,0,2015-12-23 11:39:00+00:00,1,36.40621111,-107.85479722
6168,Indiana,1,320,15,21,11,Daylight,Snow,1,1,2015-11-21 15:08:00+00:00,1,40.70988611,-84.955825
6169,Oregon,17,0,9,23,12,Daylight,Snow,1,0,2015-12-23 09:44:00+00:00,1,44.22500833,-121.44731944
6170,Pennsylvania,51,0,20,4,3,Dark – Not Lighted,Snow,1,1,2015-03-04 20:58:00+00:00,1,39.77128056,-79.48145556
6171,Utah,49,40,8,17,12,Daylight,Snow,1,0,2015-12-17 08:01:00+00:00,1,40.37230278,-111.77863889
6172,Pennsylvania,65,6970,7,12,2,Daylight,Snow,1,1,2015-02-12 07:20:00+00:00,0,41.101525,-78.89624722
6173,Pennsylvania,73,0,7,2,3,Daylight,Snow,2,0,2015-03-02 07:50:00+00:00,1,40.96855833,-80.20710278
6174,Kentucky,179,343,12,23,1,Daylight,Snow,1,0,2015-01-23 12:57:00+00:00,0,37.78525833,-85.67507778
6175,Oklahoma,95,0,14,27,2,Daylight,Snow,1,0,2015-02-27 14:45:00+00:00,0,33.8813,-96.8344
6176,Wisconsin,7,0,11,23,12,Daylight,Snow,1,0,2015-12-23 11:56:00+00:00,1,46.548875,-91.30678333
6177,Washington,65,0,10,28,12,Daylight,Snow,1,0,2015-12-28 10:09:00+00:00,1,48.20042222,-117.71036944
6178,Oregon,17,0,20,11,12,Dark – Not Lighted,Snow,1,0,2015-12-11 20:11:00+00:00,1,43.86188889,-121.40869444
6179,Kansas,3,0,13,28,2,Daylight,Snow,1,0,2015-02-28 13:25:00+00:00,1,38.178925,-95.26763333
6180,Maine,3,5300,7,23,11,Daylight,Snow,1,0,2015-11-23 07:09:00+00:00,1,46.35681944,-67.84221944
6181,Iowa,87,0,15,5,1,Daylight,Snow,1,1,2015-01-05 15:58:00+00:00,1,41.03928611,-91.54576667
6182,Idaho,43,80,7,23,12,Dawn,Snow,1,0,2015-12-23 07:54:00+00:00,1,44.03308333,-111.49597778
6183,Wyoming,21,0,23,14,12,Dark – Not Lighted,Snow,1,0,2015-12-14 23:05:00+00:00,0,41.5311,-104.3286
6184,Montana,53,0,15,11,11,Daylight,Snow,1,0,2015-11-11 15:15:00+00:00,1,48.05299167,-115.28001667
6185,Wisconsin,9,0,8,3,3,Daylight,Snow,1,0,2015-03-03 08:53:00+00:00,1,44.35712222,-88.18602778
6186,Indiana,35,1760,14,21,11,Daylight,Snow,1,0,2015-11-21 14:23:00+00:00,1,40.27681389,-85.53209167
6187,Illinois,119,0,17,4,2,Dusk,Snow,1,0,2015-02-04 17:59:00+00:00,0,38.71933889,-89.77372222
6188,Ohio,91,0,16,23,3,Daylight,Snow,1,0,2015-03-23 16:55:00+00:00,0,40.40931111,-83.74557778
6189,Texas,205,0,11,3,1,Daylight,Snow,3,0,2015-01-03 11:09:00+00:00,1,35.94930833,-102.66624722
6190,Michigan,11,0,17,21,11,Dark – Not Lighted,Snow,1,0,2015-11-21 17:59:00+00:00,1,44.04782222,-83.82520833
6191,Illinois,95,0,5,1,2,Dark – Not Lighted,Snow,1,0,2015-02-01 05:31:00+00:00,0,41.15061944,-90.16345
6192,Wisconsin,21,0,5,20,1,Dark – Not Lighted,Freezing Rain or Drizzle,1,0,2015-01-20 05:46:00+00:00,0,43.33217778,-89.33407222
6193,New Hampshire,7,270,13,2,2,Daylight,Snow,1,0,2015-02-02 13:05:00+00:00,0,44.44591111,-71.57855
6194,Tennessee,19,0,10,24,1,Daylight,Snow,1,0,2015-01-24 10:00:00+00:00,0,36.18105,-82.02241944
6195,Arkansas,61,0,10,25,2,Daylight,Snow,1,0,2015-02-25 10:50:00+00:00,0,33.95093333,-93.948625
6196,New York,69,1640,9,30,1,Daylight,Snow,2,0,2015-01-30 09:23:00+00:00,1,42.90232778,-77.46954167
6197,Pennsylvania,109,4676,6,20,3,Dark – Not Lighted,Snow,2,0,2015-03-20 06:45:00+00:00,1,40.7094,-77.318375
6198,Virginia,107,0,21,16,2,Dark – Not Lighted,Snow,1,0,2015-02-16 21:30:00+00:00,0,38.9725,-77.62277778
6199,Ohio,95,0,11,25,1,Daylight,Snow,1,0,2015-01-25 11:51:00+00:00,0,41.57364167,-83.72218889
6200,Oklahoma,143,4780,22,2,3,Dark – Not Lighted,Snow,1,0,2015-03-02 22:10:00+00:00,1,36.09141389,-96.00653611
6201,Arkansas,75,0,15,12,2,Daylight,Clear,2,0,2015-02-12 15:35:00+00:00,1,36.18794722,-91.16293056
6202,Texas,457,0,15,24,6,Daylight,Clear,6,0,2015-06-24 15:20:00+00:00,1,30.87748056,-94.42465278
6203,Texas,47,0,16,18,4,Daylight,Clear,2,0,2015-04-18 16:32:00+00:00,0,27.2571,-98.136925
6204,Texas,465,0,11,18,2,Daylight,Clear,1,0,2015-02-18 11:15:00+00:00,1,29.49058056,-100.910675
6205,Texas,441,0,8,31,7,Daylight,Clear,1,0,2015-07-31 08:35:00+00:00,1,32.18693056,-99.80524722
6206,Texas,271,0,15,6,8,Daylight,Clear,1,0,2015-08-06 15:47:00+00:00,1,29.33010556,-100.50965278
6207,Texas,365,0,14,27,5,Daylight,Clear,1,1,2015-05-27 14:05:00+00:00,1,32.31286944,-94.15418889
6208,Michigan,103,4562,14,6,8,Daylight,Clear,1,0,2015-08-06 14:21:00+00:00,1,46.30246944,-87.157975
6209,Texas,49,950,16,1,5,Daylight,Clear,1,0,2015-05-01 16:45:00+00:00,0,31.78405556,-98.94681111
6210,Texas,439,3594,14,24,8,Daylight,Clear,1,0,2015-08-24 14:25:00+00:00,1,32.90783056,-97.25655
6211,Texas,375,0,13,7,10,Daylight,Clear,1,0,2015-10-07 13:45:00+00:00,1,35.48129444,-101.88896667
6212,Texas,291,1380,9,10,5,Daylight,Clear,1,0,2015-05-10 09:46:00+00:00,1,30.28677778,-95.12515833
6213,Texas,123,0,15,9,2,Daylight,Clear,1,0,2015-02-09 15:30:00+00:00,1,29.04269722,-97.19039722
6214,Texas,459,0,15,24,9,Daylight,Clear,1,0,2015-09-24 15:51:00+00:00,1,32.843675,-94.95172778
6215,Texas,165,0,17,2,2,Daylight,Clear,1,0,2015-02-02 17:30:00+00:00,1,32.72567778,-102.81326944
6216,Texas,389,0,21,31,7,Dark – Not Lighted,Clear,1,0,2015-07-31 21:30:00+00:00,1,31.33659722,-103.43270556
6217,Texas,389,0,9,25,3,Daylight,Clear,3,0,2015-03-25 09:05:00+00:00,1,31.59610278,-103.61188333
6218,Idaho,43,805,17,5,11,Dark – Not Lighted,Snow,1,0,2015-11-05 17:26:00+00:00,1,44.26721111,-111.46956111
6219,Indiana,133,1870,16,4,1,Daylight,Snow,1,0,2015-01-04 16:11:00+00:00,1,39.58609444,-86.820925
6220,Colorado,49,0,5,3,2,Dark – Not Lighted,Snow,1,1,2015-02-03 05:50:00+00:00,1,40.14936944,-105.88915278
6221,Oregon,33,0,9,24,12,Daylight,Snow,1,0,2015-12-24 09:20:00+00:00,1,42.25212778,-123.62591389
6222,New Mexico,57,256,0,27,2,Dark – Not Lighted,Snow,1,0,2015-02-27 00:47:00+00:00,0,34.44247778,-105.42438889
6223,Texas,401,0,12,15,8,Daylight,Clear,1,0,2015-08-15 12:03:00+00:00,1,31.95614444,-94.69987778
6224,Texas,421,0,9,28,10,Daylight,Clear,1,0,2015-10-28 09:25:00+00:00,1,36.46170278,-101.85270278
6225,Michigan,133,0,17,4,9,Daylight,Clear,1,1,2015-09-04 17:51:00+00:00,1,43.88745,-85.53011111
6226,Texas,441,0,15,27,6,Daylight,Clear,1,0,2015-06-27 15:45:00+00:00,1,32.20281667,-99.75107222
6227,Texas,199,6380,13,1,5,Daylight,Clear,1,0,2015-05-01 13:25:00+00:00,1,30.33116667,-94.15647222
6228,Texas,487,7180,16,18,4,Daylight,Clear,1,0,2015-04-18 16:44:00+00:00,1,34.16163889,-99.31411667
6229,Texas,67,310,9,28,7,Daylight,Clear,1,0,2015-07-28 09:44:00+00:00,1,33.11644722,-94.18158333
6230,Texas,227,0,17,7,6,Daylight,Clear,1,0,2015-06-07 17:44:00+00:00,1,32.31306944,-101.50582778
6231,Texas,419,1270,12,11,12,Daylight,Clear,1,0,2015-12-11 12:23:00+00:00,1,31.79459444,-94.18960278
6232,Michigan,17,0,16,25,9,Daylight,Clear,1,0,2015-09-25 16:36:00+00:00,1,43.59683611,-84.08761944
6233,North Carolina,183,1770,8,17,8,Daylight,Clear,1,0,2015-08-17 08:51:00+00:00,1,35.69126667,-78.56133056
6234,Texas,461,0,4,26,8,Dawn,Clear,1,0,2015-08-26 04:25:00+00:00,1,31.16026944,-102.25276944
6235,Texas,31,0,15,2,12,Daylight,Clear,1,0,2015-12-02 15:12:00+00:00,1,30.27119167,-98.43013611
6236,Texas,305,0,2,16,8,Dark – Not Lighted,Clear,1,0,2015-08-16 02:09:00+00:00,1,32.97616389,-101.83214444
6237,Texas,277,0,16,25,3,Daylight,Clear,1,0,2015-03-25 16:20:00+00:00,1,33.6426,-95.68731111
6238,Texas,201,0,4,19,11,Dark – Not Lighted,Clear,2,0,2015-11-19 04:00:00+00:00,1,29.99755833,-95.76537778
6239,Texas,305,0,16,23,11,Daylight,Clear,1,0,2015-11-23 16:40:00+00:00,1,33.02123889,-101.80663889
6240,Texas,367,0,18,7,8,Daylight,Clear,1,0,2015-08-07 18:35:00+00:00,1,32.60068889,-97.56713889
6241,Texas,3,0,2,12,12,Dark – Not Lighted,Clear,1,1,2015-12-12 02:39:00+00:00,1,32.30436111,-102.5419
6242,Michigan,77,2520,1,12,7,Dark – Lighted,Clear,1,1,2015-07-12 01:19:00+00:00,1,42.301825,-85.58758333
6243,Texas,203,4360,3,23,5,Dark – Lighted,Clear,1,0,2015-05-23 03:19:00+00:00,1,32.54823056,-94.34999167
6244,Texas,303,4140,21,9,5,Dark – Lighted,Clear,1,0,2015-05-09 21:36:00+00:00,1,33.59737778,-101.80979444
6245,Texas,465,0,17,14,7,Daylight,Clear,1,0,2015-07-14 17:06:00+00:00,1,29.49685278,-100.91345833
6246,Texas,5,4160,13,5,8,Daylight,Clear,1,0,2015-08-05 13:07:00+00:00,1,31.37273333,-94.71771389
6247,Texas,277,0,17,9,6,Daylight,Clear,1,1,2015-06-09 17:20:00+00:00,1,33.66303889,-95.41831111
6248,Texas,491,1242,12,24,8,Daylight,Clear,1,0,2015-08-24 12:44:00+00:00,1,30.50782778,-97.82273333
6249,Texas,491,3925,21,30,3,Dark – Not Lighted,Clear,1,0,2015-03-30 21:31:00+00:00,1,30.54461667,-97.84036111
6250,Texas,141,2190,12,11,7,Daylight,Clear,1,0,2015-07-11 12:30:00+00:00,1,31.8077,-106.25656944
6251,Texas,121,5350,17,22,3,Daylight,Clear,1,0,2015-03-22 17:14:00+00:00,0,33.39138889,-96.94900556
6252,Texas,349,0,15,24,9,Daylight,Clear,1,0,2015-09-24 15:50:00+00:00,0,32.00523056,-96.26666944
6253,Texas,85,200,18,19,10,Daylight,Clear,1,1,2015-10-19 18:41:00+00:00,0,33.32628889,-96.55467778
6254,Texas,279,0,20,18,12,Dark – Not Lighted,Clear,2,0,2015-12-18 20:20:00+00:00,0,34.10365,-102.3245
6255,Texas,83,0,19,19,12,Dark – Not Lighted,Clear,3,0,2015-12-19 19:13:00+00:00,0,31.60771111,-99.369
6256,Texas,235,0,0,23,7,Dark – Not Lighted,Clear,1,0,2015-07-23 00:05:00+00:00,0,31.31185,-100.78841111
6257,Texas,205,0,13,25,4,Daylight,Clear,1,1,2015-04-25 13:50:00+00:00,0,35.80493056,-102.35061944
6258,Texas,181,0,7,3,2,Daylight,Clear,1,0,2015-02-03 07:00:00+00:00,0,33.62406667,-96.89976667
6259,Arkansas,17,0,11,5,2,Daylight,Clear,1,0,2015-02-05 11:00:00+00:00,9,33.51211944,-91.43296667
6260,Texas,231,0,13,3,2,Daylight,Clear,3,0,2015-02-03 13:00:00+00:00,0,33.35332222,-96.22307778
6261,Texas,205,0,1,9,9,Dark – Lighted,Clear,3,0,2015-09-09 01:28:00+00:00,0,35.76003333,-102.32474167
6262,Texas,115,0,22,24,11,Dark – Not Lighted,Clear,1,0,2015-11-24 22:44:00+00:00,0,32.70198889,-101.91945556
6263,Texas,207,0,21,14,7,Dark – Not Lighted,Clear,1,1,2015-07-14 21:55:00+00:00,0,33.16783056,-99.78176944
6264,Texas,219,0,20,21,6,Daylight,Clear,2,1,2015-06-21 20:35:00+00:00,0,33.74861944,-102.3278
6265,Michigan,27,0,6,25,7,Daylight,Clear,1,0,2015-07-25 06:22:00+00:00,0,41.798175,-86.06930278
6266,Texas,309,0,9,16,1,Daylight,Clear,1,0,2015-01-16 09:35:00+00:00,0,31.63253889,-96.99406111
6267,Texas,163,0,11,25,10,Daylight,Clear,2,0,2015-10-25 11:21:00+00:00,0,28.98911944,-99.23111944
6268,North Carolina,153,3910,11,6,5,Daylight,Clear,1,0,2015-05-06 11:08:00+00:00,1,34.93790556,-79.77926111
6269,North Carolina,183,0,11,13,7,Daylight,Clear,1,0,2015-07-13 11:08:00+00:00,1,35.87735833,-78.57483333
6270,Texas,453,330,0,19,6,Dark – Lighted,Clear,1,1,2015-06-19 00:55:00+00:00,1,30.22999444,-97.78804722
6271,Texas,85,5390,0,18,9,Dark – Lighted,Clear,1,1,2015-09-18 00:45:00+00:00,1,33.01275,-96.70818889
6272,Texas,113,5730,23,28,1,Dark – Lighted,Clear,1,0,2015-01-28 23:50:00+00:00,1,32.97390278,-96.71688333
6273,Texas,113,1730,5,28,3,Dark – Lighted,Clear,1,0,2015-03-28 05:02:00+00:00,1,32.90390833,-96.76887778
6274,California,41,3410,14,29,11,Daylight,Clear,1,0,2015-11-29 14:20:00+00:00,1,38.01635,-122.54096111
6275,California,67,2934,8,8,6,Daylight,Clear,1,0,2015-06-08 08:11:00+00:00,1,38.56986667,-121.32864444
6276,California,81,1065,17,22,9,Daylight,Clear,1,0,2015-09-22 17:45:00+00:00,9,37.45301111,-122.12865
6277,Michigan,81,5319,16,16,8,Daylight,Clear,1,0,2015-08-16 16:37:00+00:00,1,42.91688611,-85.67926389
6278,Michigan,163,1260,2,11,4,Dark – Lighted,Clear,1,2,2015-04-11 02:05:00+00:00,1,42.33111667,-83.13084444
6279,Texas,179,0,16,17,12,Daylight,Clear,1,0,2015-12-17 16:00:00+00:00,1,35.53375,-100.91899444
6280,Texas,213,0,17,23,3,Daylight,Clear,1,0,2015-03-23 17:33:00+00:00,1,32.18975833,-95.81380833
6281,Texas,463,0,18,11,12,Dark – Not Lighted,Clear,1,1,2015-12-11 18:50:00+00:00,1,29.24673889,-99.78940278
6282,Texas,389,0,22,8,6,Dark – Not Lighted,Clear,2,0,2015-06-08 22:48:00+00:00,1,31.52136944,-103.55748056
6283,Texas,253,220,9,28,10,Daylight,Clear,1,0,2015-10-28 09:50:00+00:00,1,32.74730278,-99.89684722
6284,Texas,399,0,19,12,12,Dark – Not Lighted,Clear,1,0,2015-12-12 19:08:00+00:00,1,31.88621944,-99.95958056
6285,Arkansas,5,1835,13,6,1,Daylight,Clear,1,0,2015-01-06 13:45:00+00:00,1,36.38343333,-92.191425
6286,Texas,113,1730,21,28,3,Dark – Lighted,Clear,1,0,2015-03-28 21:08:00+00:00,1,32.69908889,-96.64709722
6287,California,79,2780,12,1,4,Daylight,Clear,1,0,2015-04-01 12:30:00+00:00,1,35.16668611,-120.68960278
6288,Texas,491,0,20,22,4,Dark – Not Lighted,Clear,2,1,2015-04-22 20:36:00+00:00,1,30.73799444,-97.8764
6289,Texas,323,0,0,14,12,Dark – Not Lighted,Clear,5,0,2015-12-14 00:50:00+00:00,0,28.89116111,-100.15873889
6290,Texas,165,0,20,27,10,Dark – Not Lighted,Clear,1,0,2015-10-27 20:55:00+00:00,1,32.87536667,-102.63787222
6291,Texas,347,0,5,15,12,Dark – Not Lighted,Clear,1,0,2015-12-15 05:42:00+00:00,1,31.53851667,-94.69258889
6292,Texas,479,0,10,17,6,Daylight,Clear,3,0,2015-06-17 10:55:00+00:00,1,28.104725,-99.57925833
6293,Texas,337,0,17,23,11,Dark – Not Lighted,Clear,1,0,2015-11-23 17:45:00+00:00,1,33.51691111,-97.81844444
6294,Arkansas,69,80,5,12,2,Dark – Not Lighted,Clear,1,0,2015-02-12 05:22:00+00:00,1,34.33461111,-91.847575
6295,Texas,231,2860,18,25,1,Dark – Not Lighted,Clear,1,1,2015-01-25 18:48:00+00:00,1,33.15396944,-96.13473611
6296,California,17,3697,20,5,7,Dusk,Clear,1,1,2015-07-05 20:27:00+00:00,1,38.94006944,-119.97720556
6297,Texas,381,1160,15,5,6,Daylight,Clear,1,1,2015-06-05 15:25:00+00:00,1,34.98534444,-101.94585556
6298,Texas,453,330,12,20,8,Daylight,Clear,2,0,2015-08-20 12:34:00+00:00,1,30.18281667,-97.68748056
6299,Texas,453,4290,18,2,12,Dark – Not Lighted,Clear,1,1,2015-12-02 18:51:00+00:00,1,30.3493,-97.5403
6300,Texas,5,0,0,8,3,Dark – Not Lighted,Clear,2,0,2015-03-08 00:20:00+00:00,1,31.3789,-94.76708056
6301,Texas,121,1840,7,12,11,Daylight,Clear,1,0,2015-11-12 07:28:00+00:00,1,33.23813611,-97.0426
6302,Texas,395,0,2,8,8,Dark – Not Lighted,Clear,1,0,2015-08-08 02:30:00+00:00,1,30.83728333,-96.54873333
6303,Texas,29,0,19,1,12,Dark – Not Lighted,Clear,2,0,2015-12-01 19:01:00+00:00,1,29.71009167,-98.44879722
6304,Texas,281,0,22,19,9,Dark – Not Lighted,Clear,4,0,2015-09-19 22:14:00+00:00,1,31.10544167,-98.23236667
6305,Texas,493,0,23,14,7,Dark – Not Lighted,Clear,1,0,2015-07-14 23:16:00+00:00,1,29.01816389,-98.05218889
6306,Texas,487,0,1,11,1,Dark – Not Lighted,Clear,1,0,2015-01-11 01:20:00+00:00,1,34.07327222,-99.01505278
6307,Texas,347,0,18,28,8,Daylight,Clear,2,0,2015-08-28 18:45:00+00:00,1,31.55013056,-94.68676111
6308,Texas,203,0,1,1,6,Dark – Not Lighted,Clear,1,1,2015-06-01 01:00:00+00:00,1,32.46604722,-94.35621389
6309,Texas,341,0,6,25,9,Dark – Not Lighted,Clear,1,0,2015-09-25 06:51:00+00:00,1,35.76611944,-101.95601944
6310,Michigan,103,0,21,12,4,Dark – Not Lighted,Clear,1,0,2015-04-12 21:58:00+00:00,1,46.42327778,-87.26567222
6311,Texas,53,4310,22,6,8,Dark – Not Lighted,Clear,1,0,2015-08-06 22:36:00+00:00,1,30.61181111,-98.26762778
6312,Texas,127,0,6,15,1,Dark – Not Lighted,Clear,6,0,2015-01-15 06:37:00+00:00,1,28.46148056,-99.7916
6313,Texas,389,0,1,11,12,Dark – Not Lighted,Clear,1,0,2015-12-11 01:34:00+00:00,1,31.831525,-103.91436111
6314,Texas,29,33,2,25,1,Dark – Not Lighted,Clear,1,2,2015-01-25 02:19:00+00:00,1,29.37264722,-98.27091111
6315,Texas,325,0,20,10,8,Dusk,Clear,2,0,2015-08-10 20:37:00+00:00,1,29.33507222,-99.25883611
6316,Texas,177,0,6,15,10,Dawn,Clear,1,0,2015-10-15 06:59:00+00:00,1,29.214325,-97.52186667
6317,Texas,451,0,1,14,2,Dark – Not Lighted,Clear,1,0,2015-02-14 01:27:00+00:00,1,31.54260556,-100.49609167
6318,Texas,405,0,21,26,6,Dark – Not Lighted,Clear,1,1,2015-06-26 21:56:00+00:00,1,31.59626667,-94.14451389
6319,Texas,147,7010,6,5,2,Dark – Not Lighted,Clear,1,0,2015-02-05 06:47:00+00:00,1,33.40501667,-96.37656389
6320,Texas,477,0,18,22,11,Dark – Not Lighted,Clear,2,1,2015-11-22 18:30:00+00:00,1,30.12859722,-96.19759722
6321,North Carolina,167,0,22,1,7,Dark – Not Lighted,Clear,1,1,2015-07-01 22:00:00+00:00,1,35.32718333,-80.19878889
6322,Texas,457,1458,5,11,3,Daylight,Clear,1,0,2015-03-11 05:45:00+00:00,1,30.90948889,-94.42261389
6323,Texas,181,7130,7,19,6,Daylight,Clear,2,0,2015-06-19 07:20:00+00:00,1,33.45166389,-96.60549167
6324,Texas,73,0,18,3,4,Daylight,Clear,1,1,2015-04-03 18:14:00+00:00,1,32.0034,-95.33846944
6325,Michigan,161,0,23,1,10,Dark – Not Lighted,Clear,1,0,2015-10-01 23:49:00+00:00,1,42.32976111,-83.74273333
6326,Texas,181,0,18,16,1,Dark – Not Lighted,Clear,1,1,2015-01-16 18:30:00+00:00,1,33.67085833,-96.75927778
6327,Tennessee,37,1760,5,22,4,Daylight,Clear,1,0,2015-04-22 05:58:00+00:00,0,36.15778056,-86.80071944
6328,Louisiana,71,1690,22,1,6,Dark – Lighted,Clear,1,1,2015-06-01 22:06:00+00:00,0,30.0345,-89.91726111
6329,Massachusetts,5,1441,18,16,10,Dark – Lighted,Clear,1,1,2015-10-16 18:27:00+00:00,0,41.67126944,-71.10166944
6330,New York,91,1209,0,7,8,Dark – Not Lighted,Clear,1,1,2015-08-07 00:03:00+00:00,1,42.90573333,-73.77869444
6331,New York,67,5740,19,24,6,Daylight,Clear,1,0,2015-06-24 19:18:00+00:00,0,42.94402222,-76.44818333
6332,New York,39,970,13,23,8,Daylight,Clear,1,1,2015-08-23 13:51:00+00:00,1,42.163275,-73.91834444
6333,North Carolina,99,0,15,3,11,Daylight,Clear,1,1,2015-11-03 15:20:00+00:00,0,35.11974722,-83.08716944
