,state_name,county,city,hour_of_crash,day_of_crash,month_of_crash,light_condition_name,atmospheric_conditions_1_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash,national_highway_system,latitude,longitude
212,California,71,0,21,20,8,Dark – Not Lighted,Clear,1,0,2015-08-20 21:10:00+00:00,1,34.95766111,-116.65831944
213,Arizona,5,0,19,3,5,Dark – Not Lighted,Clear,1,0,2015-05-03 19:34:00+00:00,1,34.88349722,-111.6403
214,Arizona,25,0,3,7,7,Dark – Not Lighted,Clear,1,1,2015-07-07 03:18:00+00:00,1,35.23015278,-113.22292778
215,Idaho,11,0,4,30,7,Dark – Not Lighted,Clear,1,0,2015-07-30 04:03:00+00:00,1,43.26483333,-112.30656944
216,Connecticut,9,375,22,25,10,Dark – Not Lighted,Clear,1,0,2015-10-25 22:02:00+00:00,1,41.51423056,-73.12024722
217,Nebraska,47,0,18,25,2,Dusk,Clear,3,0,2015-02-25 18:27:00+00:00,1,40.8108,-99.900225
218,Colorado,121,0,19,3,10,Dark – Not Lighted,Clear,1,0,2015-10-03 19:30:00+00:00,1,40.37172222,-103.40602778
219,South Dakota,99,0,18,8,11,Dark – Not Lighted,Clear,1,1,2015-11-08 18:56:00+00:00,1,43.77598611,-96.78140556
220,Wyoming,9,0,22,29,7,Dark – Not Lighted,Clear,1,0,2015-07-29 22:35:00+00:00,1,42.6911,-105.2432
221,Colorado,37,0,10,1,11,Daylight,Clear,1,0,2015-11-01 10:18:00+00:00,1,39.66366667,-106.82122222
222,New York,55,652,6,24,7,Daylight,Clear,1,0,2015-07-24 06:20:00+00:00,1,99.9999,999.9999
223,California,19,0,7,2,8,Daylight,Clear,1,0,2015-08-02 07:30:00+00:00,1,36.61063056,-120.59328056
224,Montana,3,0,23,13,8,Dark – Not Lighted,Clear,1,1,2015-08-13 23:45:00+00:00,1,45.11473889,-107.33992778
225,South Dakota,35,0,5,21,8,Dark – Not Lighted,Clear,1,0,2015-08-21 05:54:00+00:00,1,43.69519167,-98.18151944
226,Texas,13,0,11,26,3,Daylight,Clear,1,0,2015-03-26 11:53:00+00:00,1,28.71163056,-98.28151944
227,New Mexico,6,457,17,19,6,Daylight,Clear,1,0,2015-06-19 17:00:00+00:00,1,34.98526944,-107.18260556
228,Mississippi,113,1470,7,25,7,Daylight,Clear,1,0,2015-07-25 07:48:00+00:00,1,31.25373056,-90.47923056
229,Iowa,29,0,12,26,9,Daylight,Clear,1,0,2015-09-26 12:48:00+00:00,1,41.4973,-95.00545833
230,Alabama,53,0,18,1,5,Dark – Not Lighted,Clear,1,0,2015-05-01 18:15:00+00:00,1,31.14328611,-87.40973889
231,Arkansas,33,0,14,10,9,Daylight,Clear,1,0,2015-09-10 14:43:00+00:00,1,35.66625556,-94.16720833
232,South Dakota,99,0,12,8,8,Daylight,Clear,1,0,2015-08-08 12:18:00+00:00,1,43.60861111,-96.49377222
233,California,71,0,17,24,6,Daylight,Clear,1,0,2015-06-24 17:50:00+00:00,1,35.02898056,-116.48146944
234,Colorado,37,0,15,6,3,Daylight,Clear,1,1,2015-03-06 15:12:00+00:00,1,39.6875,-106.75222222
235,Georgia,145,0,0,24,10,Dark – Not Lighted,Clear,1,0,2015-10-24 00:04:00+00:00,1,32.74804444,-85.01845556
236,Nevada,3,0,8,6,6,Daylight,Clear,1,0,2015-06-06 08:26:00+00:00,1,36.79574722,-114.11836944
237,Kansas,91,1480,20,7,10,Dark – Not Lighted,Clear,2,1,2015-10-07 20:20:00+00:00,1,38.75551944,-94.97176111
238,Wyoming,33,0,20,2,5,Dark – Not Lighted,Clear,1,1,2015-05-02 20:52:00+00:00,1,44.64981944,-106.86938611
239,Illinois,95,0,3,14,11,Dark – Not Lighted,Clear,1,1,2015-11-14 03:47:00+00:00,1,40.85821667,-90.00420833
240,California,71,0,13,24,6,Daylight,Clear,1,0,2015-06-24 13:07:00+00:00,1,34.35277222,-117.44126111
241,California,71,0,99,26,4,Dark – Not Lighted,Clear,1,1,2015-04-26 00:00:00+00:00,1,34.98669167,-116.59266667
242,Arizona,5,0,13,20,7,Daylight,Clear,1,0,2015-07-20 13:20:00+00:00,1,35.16416111,-111.31233889
243,Arizona,5,0,7,17,7,Daylight,Clear,1,0,2015-07-17 07:07:00+00:00,1,35.15637222,-111.25859444
244,Idaho,5,260,9,24,9,Daylight,Clear,1,1,2015-09-24 09:09:00+00:00,1,43.02192222,-112.40798333
245,Michigan,17,0,6,11,7,Daylight,Clear,1,0,2015-07-11 06:55:00+00:00,1,43.88083611,-84.02108056
246,Mississippi,43,0,12,4,3,Daylight,Clear,1,0,2015-03-04 12:02:00+00:00,1,33.72007222,-89.8292
247,North Carolina,155,0,13,15,6,Daylight,Clear,1,0,2015-06-15 13:52:00+00:00,1,34.81193333,-78.98610556
248,New York,119,2555,6,14,10,Daylight,Clear,1,0,2015-10-14 06:50:00+00:00,1,41.07934167,-73.718275
249,Arizona,27,0,15,17,10,Daylight,Clear,1,0,2015-10-17 15:31:00+00:00,1,32.66245278,-114.13908889
250,Michigan,45,0,18,3,8,Daylight,Clear,2,0,2015-08-03 18:29:00+00:00,1,42.50530556,-84.85167778
251,West Virginia,7,944,6,30,4,Dawn,Clear,1,0,2015-04-30 06:00:00+00:00,1,38.62088056,-80.89427778
252,Washington,37,0,15,30,7,Daylight,Clear,1,0,2015-07-30 15:55:00+00:00,1,47.06518889,-120.69635278
253,Idaho,11,130,9,25,10,Daylight,Clear,1,1,2015-10-25 09:11:00+00:00,1,43.21937778,-112.34548333
254,Oregon,61,0,19,19,3,Daylight,Clear,1,0,2015-03-19 19:13:00+00:00,1,45.09583056,-117.95309444
255,Maine,19,9997,17,29,8,Daylight,Clear,1,1,2015-08-29 17:00:00+00:00,1,45.49688889,-68.5617
256,New Mexico,7,770,15,12,9,Daylight,Clear,1,0,2015-09-12 15:02:00+00:00,1,36.37885278,-104.5998
257,Michigan,25,0,12,9,3,Daylight,Clear,1,0,2015-03-09 12:50:00+00:00,1,42.10642778,-84.99628056
258,Montana,39,0,16,8,5,Daylight,Clear,1,0,2015-05-08 16:30:00+00:00,1,46.64575278,-113.11511944
259,Texas,389,0,17,20,11,Daylight,Clear,1,0,2015-11-20 17:40:00+00:00,1,31.01215556,-103.79514167
260,Texas,389,0,15,22,11,Daylight,Clear,1,0,2015-11-22 15:45:00+00:00,1,30.96838056,-103.49444722
261,Texas,229,0,6,18,5,Daylight,Clear,1,0,2015-05-18 06:54:00+00:00,1,31.21186389,-105.46954722
262,California,25,0,13,21,12,Daylight,Clear,1,0,2015-12-21 13:20:00+00:00,1,32.74751111,-115.93121111
263,Kentucky,173,0,16,25,3,Daylight,Clear,1,0,2015-03-25 16:33:00+00:00,1,38.10055833,-83.84714444
264,Idaho,1,0,6,8,7,Daylight,Clear,1,1,2015-07-08 06:18:00+00:00,1,43.49188889,-116.12606944
265,New Mexico,57,0,16,21,6,Daylight,Clear,1,0,2015-06-21 16:17:00+00:00,1,35.00732778,-105.65052778
266,California,37,0,11,26,9,Daylight,Clear,1,0,2015-09-26 11:40:00+00:00,1,34.478675,-118.61410556
267,Arizona,25,0,13,10,4,Daylight,Clear,1,0,2015-04-10 13:15:00+00:00,1,34.18770556,-112.13277222
268,Kentucky,151,0,17,23,5,Daylight,Clear,1,0,2015-05-23 17:26:00+00:00,1,37.88078333,-84.33497778
269,Kansas,197,0,16,3,12,Daylight,Clear,1,0,2015-12-03 16:22:00+00:00,1,39.05868889,-96.00436667
270,Arizona,25,0,11,2,11,Daylight,Clear,1,0,2015-11-02 11:57:00+00:00,1,34.52945278,-111.949925
271,Tennessee,93,1300,17,1,8,Daylight,Clear,1,0,2015-08-01 17:43:00+00:00,1,36.03111944,-83.89391944
272,Georgia,89,1750,0,30,10,Dark – Not Lighted,Clear,1,1,2015-10-30 00:00:00+00:00,1,33.90262222,-84.27484167
273,Florida,71,0,21,25,3,Dark – Not Lighted,Clear,1,0,2015-03-25 21:35:00+00:00,1,26.49116111,-81.79421944
274,Texas,441,30,22,22,5,Dark – Not Lighted,Clear,1,0,2015-05-22 22:30:00+00:00,1,32.47759722,-99.78713611
275,Utah,19,0,16,23,12,Daylight,Clear,2,0,2015-12-23 16:29:00+00:00,1,38.97348889,-110.10776667
276,Alabama,35,0,15,23,8,Daylight,Clear,1,0,2015-08-23 15:05:00+00:00,1,31.34900833,-87.08675556
277,New Mexico,49,0,8,3,12,Daylight,Clear,1,0,2015-12-03 08:13:00+00:00,1,35.55501389,-105.73092778
278,New Mexico,53,0,8,16,12,Daylight,Clear,1,0,2015-12-16 08:27:00+00:00,1,34.39144167,-106.85710278
279,Connecticut,3,280,10,8,11,Daylight,Clear,1,0,2015-11-08 10:13:00+00:00,1,41.76813333,-72.65756944
280,Nevada,3,0,11,3,6,Daylight,Clear,1,1,2015-06-03 11:53:00+00:00,1,36.58829444,-114.64881111
281,New York,91,3462,13,25,9,Daylight,Clear,1,0,2015-09-25 13:30:00+00:00,1,99.9999,999.9999
282,Idaho,55,1460,23,1,12,Dark – Lighted,Clear,2,1,2015-12-01 23:05:00+00:00,1,47.71216389,-116.89638056
283,Maryland,5,0,18,24,8,Daylight,Clear,1,0,2015-08-24 18:31:00+00:00,1,39.70188611,-76.64081944
284,Texas,109,0,14,19,1,Daylight,Clear,1,0,2015-01-19 14:05:00+00:00,1,31.05665,-104.56736944
285,Wyoming,31,0,6,30,6,Daylight,Clear,1,0,2015-06-30 06:25:00+00:00,1,42.1349,-105.0011
286,Nebraska,19,0,19,12,7,Daylight,Clear,1,0,2015-07-12 19:00:00+00:00,1,40.67195833,-99.16365833
287,Tennessee,1,0,6,9,6,Daylight,Clear,1,0,2015-06-09 06:42:00+00:00,1,36.20961111,-84.12856111
288,North Dakota,3,0,10,4,8,Daylight,Clear,1,0,2015-08-04 10:57:00+00:00,1,46.91346111,-98.04691111
289,Missouri,99,0,4,15,8,Dark – Not Lighted,Clear,1,1,2015-08-15 04:30:00+00:00,1,38.09452778,-90.30180556
290,Illinois,113,0,19,11,10,Dark – Not Lighted,Clear,1,0,2015-10-11 19:11:00+00:00,1,40.56671389,-89.00279722
291,North Carolina,51,0,19,30,10,Dark – Not Lighted,Clear,1,0,2015-10-30 19:44:00+00:00,1,34.99492222,-78.83135833
292,Arizona,3,0,22,17,12,Dark – Not Lighted,Clear,1,1,2015-12-17 22:06:00+00:00,1,32.33269444,-109.52144722
293,South Dakota,99,0,20,4,9,Dark – Not Lighted,Clear,1,0,2015-09-04 20:45:00+00:00,1,43.76044167,-96.78149444
294,Oregon,61,0,3,12,4,Dark – Not Lighted,Clear,1,0,2015-04-12 03:00:00+00:00,1,45.14546667,-117.97011389
295,Texas,371,0,10,28,6,Daylight,Clear,4,0,2015-06-28 10:45:00+00:00,1,30.89545,-102.34476111
296,South Carolina,35,0,2,29,5,Dark – Not Lighted,Clear,1,0,2015-05-29 02:25:00+00:00,1,33.26826944,-80.48540833
297,Mississippi,137,2290,1,26,9,Dark – Not Lighted,Clear,1,0,2015-09-26 01:15:00+00:00,1,34.61682778,-89.94973611
298,Arizona,17,0,21,28,7,Dark – Not Lighted,Clear,1,1,2015-07-28 21:56:00+00:00,1,34.98384444,-110.55144167
299,Arizona,12,0,17,4,1,Dark – Not Lighted,Clear,1,0,2015-01-04 17:50:00+00:00,1,33.60930278,-113.62311944
300,Arizona,5,0,23,16,3,Dark – Not Lighted,Clear,1,0,2015-03-16 23:32:00+00:00,1,35.20250833,-111.45415556
301,Arizona,27,0,4,12,6,Dark – Not Lighted,Clear,1,0,2015-06-12 04:30:00+00:00,1,32.71273611,-113.82592222
302,Mississippi,33,0,5,21,1,Dark – Not Lighted,Clear,1,0,2015-01-21 05:34:00+00:00,1,34.75430833,-89.96341944
303,Idaho,77,40,0,12,6,Dark – Not Lighted,Clear,1,0,2015-06-12 00:08:00+00:00,1,42.80026389,-112.8168
304,California,71,0,4,27,10,Dark – Not Lighted,Clear,1,0,2015-10-27 04:55:00+00:00,1,35.36453889,-115.9175
305,Ohio,35,1680,20,15,9,Dark – Lighted,Clear,1,1,2015-09-15 20:35:00+00:00,1,41.42223333,-81.68406389
306,Missouri,95,4120,4,9,11,Dark – Lighted,Clear,1,0,2015-11-09 04:06:00+00:00,1,39.05985278,-94.48992222
307,Texas,141,2190,1,1,1,Dark – Lighted,Clear,1,1,2015-01-01 01:19:00+00:00,1,31.85618056,-106.57493889
308,Arizona,13,60,17,23,12,Daylight,Clear,1,0,2015-12-23 17:16:00+00:00,1,33.462175,-112.50041111
309,Texas,27,570,6,24,3,Dark – Not Lighted,Clear,1,0,2015-03-24 06:00:00+00:00,1,31.01781667,-97.48173889
310,Iowa,13,1330,22,12,7,Dark – Not Lighted,Clear,1,0,2015-07-12 22:13:00+00:00,1,42.53706944,-92.42784167
311,Texas,201,530,19,5,11,Dark – Lighted,Clear,1,0,2015-11-05 19:57:00+00:00,1,29.72198056,-95.46016667
312,Colorado,5,110,4,3,4,Dark – Lighted,Clear,1,0,2015-04-03 04:44:00+00:00,1,39.72497222,-104.82509722
313,South Dakota,103,2250,9,11,12,Daylight,Clear,1,0,2015-12-11 09:46:00+00:00,1,44.10056111,-103.18600278
314,Washington,77,0,15,20,5,Daylight,Clear,1,0,2015-05-20 15:57:00+00:00,1,46.40775278,-120.28675278
315,Arizona,13,60,5,5,7,Dark – Lighted,Clear,1,0,2015-07-05 05:14:00+00:00,1,33.44660833,-112.55001667
316,Florida,86,0,13,15,12,Daylight,Clear,1,0,2015-12-15 13:03:00+00:00,1,25.8471,-80.20785
317,Georgia,313,0,16,15,7,Daylight,Clear,1,0,2015-07-15 16:23:00+00:00,1,34.75104444,-85.00234444
318,Florida,71,0,12,27,6,Daylight,Clear,1,0,2015-06-27 12:50:00+00:00,1,26.51259444,-81.79736111
319,Idaho,27,1200,12,22,4,Daylight,Clear,1,0,2015-04-22 12:25:00+00:00,1,43.64352222,-116.64647778
320,Tennessee,37,1760,3,14,8,Dark – Lighted,Clear,1,1,2015-08-14 03:25:00+00:00,1,36.17258889,-86.79971944
321,Ohio,49,0,16,26,11,Daylight,Clear,1,1,2015-11-26 16:20:00+00:00,1,39.82764722,-83.11906389
322,Texas,309,3769,20,2,7,Dark – Lighted,Clear,1,0,2015-07-02 20:50:00+00:00,1,31.62753056,-97.09566111
323,Texas,113,1730,22,9,5,Dark – Not Lighted,Clear,1,0,2015-05-09 22:54:00+00:00,1,32.75826111,-96.77298889
324,California,13,3010,14,15,4,Daylight,Clear,1,0,2015-04-15 14:46:00+00:00,1,37.90618056,-122.31453889
325,California,73,2340,6,31,8,Daylight,Clear,1,0,2015-08-31 06:15:00+00:00,1,32.67564167,-117.10933333
326,Arizona,13,0,2,22,8,Dark – Not Lighted,Clear,1,2,2015-08-22 02:28:00+00:00,1,33.22643056,-111.92593611
327,Maryland,5,0,9,24,7,Daylight,Clear,1,0,2015-07-24 09:00:00+00:00,1,39.47094167,-76.66089167
328,Missouri,165,0,13,24,9,Daylight,Clear,1,0,2015-09-24 13:33:00+00:00,1,39.34894444,-94.75677778
329,Missouri,31,0,9,7,10,Daylight,Clear,1,0,2015-10-07 09:35:00+00:00,1,37.38991667,-89.62133333
330,California,77,1865,19,9,5,Daylight,Clear,1,0,2015-05-09 19:00:00+00:00,1,37.79715556,-121.30074722
331,Louisiana,39,0,15,8,7,Daylight,Clear,1,0,2015-07-08 15:46:00+00:00,1,30.76758056,-92.17613056
332,Arizona,19,530,15,20,2,Daylight,Clear,3,0,2015-02-20 15:23:00+00:00,1,32.06288611,-110.77552222
333,Florida,99,0,14,6,5,Daylight,Clear,1,0,2015-05-06 14:55:00+00:00,1,26.57218056,-80.06931111
334,Tennessee,189,1360,0,2,12,Dark – Not Lighted,Clear,1,1,2015-12-02 00:54:00+00:00,1,36.18306944,-86.33366944
335,Colorado,19,0,20,23,8,Dark – Lighted,Clear,1,0,2015-08-23 20:29:00+00:00,1,39.689,-105.881825
336,Massachusetts,17,630,17,12,9,Daylight,Clear,1,0,2015-09-12 17:35:00+00:00,1,42.60798889,-71.32051667
337,Maryland,5,0,8,23,1,Daylight,Clear,1,0,2015-01-23 08:32:00+00:00,1,39.32063889,-76.48705833
338,Florida,83,0,9,28,7,Daylight,Clear,1,0,2015-07-28 09:20:00+00:00,1,29.23091111,-82.18771111
339,Illinois,179,0,2,22,3,Dark – Lighted,Clear,1,1,2015-03-22 02:48:00+00:00,1,40.62101111,-89.48588889
340,Oklahoma,109,3550,13,19,1,Daylight,Clear,1,0,2015-01-19 13:48:00+00:00,1,35.469,-97.5025
341,Georgia,127,0,11,8,4,Daylight,Clear,2,0,2015-04-08 11:54:00+00:00,1,31.19886944,-81.5374
342,New Hampshire,15,430,15,1,9,Daylight,Clear,1,0,2015-09-01 15:19:00+00:00,1,43.0774,-70.77765833
343,Oregon,59,1610,14,3,9,Daylight,Clear,1,0,2015-09-03 14:29:00+00:00,1,45.66473889,-118.81204444
344,Pennsylvania,17,615,13,22,6,Daylight,Clear,1,0,2015-06-22 13:30:00+00:00,1,40.08352222,-74.93443333
345,Ohio,35,1680,19,22,8,Daylight,Clear,1,0,2015-08-22 19:09:00+00:00,1,41.44536111,-81.77794444
346,Mississippi,49,1220,21,9,8,Dark – Lighted,Clear,1,0,2015-08-09 21:31:00+00:00,1,32.32895278,-90.24627222
347,Kansas,167,0,19,13,7,Daylight,Clear,1,0,2015-07-13 19:10:00+00:00,1,38.85786389,-98.81323333
348,Tennessee,147,537,13,30,12,Daylight,Clear,1,0,2015-12-30 13:13:00+00:00,1,36.5391,-86.63865
349,Idaho,39,1150,16,30,6,Daylight,Clear,1,1,2015-06-30 16:03:00+00:00,1,43.28119444,-115.88482778
350,Idaho,5,0,15,20,12,Daylight,Clear,1,0,2015-12-20 15:52:00+00:00,1,42.67220556,-112.21542222
351,New Mexico,49,0,13,3,9,Daylight,Clear,1,0,2015-09-03 13:08:00+00:00,1,35.55412222,-105.87856111
352,Wyoming,19,0,7,28,1,Daylight,Clear,1,0,2015-01-28 07:25:00+00:00,1,44.27673056,-106.55636389
353,Wyoming,41,0,15,7,8,Daylight,Clear,1,0,2015-08-07 15:40:00+00:00,1,41.4266,-110.1274
354,Wyoming,37,0,14,7,9,Daylight,Clear,1,0,2015-09-07 14:27:00+00:00,1,41.5054,-109.9932
355,California,31,0,14,31,1,Daylight,Clear,1,0,2015-01-31 14:10:00+00:00,1,35.90840833,-119.8855
356,California,71,0,14,17,8,Daylight,Clear,1,1,2015-08-17 14:40:00+00:00,1,34.82573889,-115.08316944
357,Colorado,69,0,14,3,8,Daylight,Clear,2,0,2015-08-03 14:01:00+00:00,1,40.90002222,-104.94569722
358,Kentucky,125,0,15,8,8,Daylight,Clear,1,0,2015-08-08 15:21:00+00:00,1,36.99820278,-84.10690833
359,New Mexico,23,500,11,20,9,Daylight,Clear,2,0,2015-09-20 11:29:00+00:00,1,32.34146389,-108.68974444
360,Missouri,37,3510,18,5,7,Daylight,Clear,1,0,2015-07-05 18:58:00+00:00,1,38.62183333,-94.34897222
361,Montana,7,0,17,4,8,Daylight,Clear,1,0,2015-08-04 17:25:00+00:00,1,45.9182,-111.60469722
362,Utah,3,0,10,13,11,Daylight,Clear,1,0,2015-11-13 10:10:00+00:00,1,41.81515833,-112.39691111
363,California,11,0,7,16,8,Daylight,Clear,1,0,2015-08-16 07:34:00+00:00,1,39.22285556,-122.18141667
364,Colorado,87,0,12,27,4,Daylight,Clear,1,0,2015-04-27 12:35:00+00:00,1,40.30444444,-103.52257222
365,Texas,303,0,8,27,7,Daylight,Clear,1,0,2015-07-27 08:26:00+00:00,1,33.77661667,-101.83746389
366,Montana,61,0,17,22,5,Daylight,Clear,1,0,2015-05-22 17:18:00+00:00,1,47.01705556,-114.66931389
367,Texas,161,0,7,11,11,Daylight,Clear,1,0,2015-11-11 07:47:00+00:00,1,31.69153056,-96.16763889
368,Colorado,123,0,11,29,1,Daylight,Clear,1,0,2015-01-29 11:40:00+00:00,1,40.95027778,-104.92433333
369,Minnesota,111,0,9,23,6,Daylight,Clear,2,0,2015-06-23 09:11:00+00:00,1,46.14344167,-95.93031389
370,South Carolina,59,0,16,14,5,Daylight,Clear,1,0,2015-05-14 16:59:00+00:00,1,34.64073056,-82.14359722
371,Texas,475,0,18,7,8,Daylight,Clear,1,0,2015-08-07 18:30:00+00:00,1,31.49101944,-103.27101111
372,Louisiana,65,0,22,31,3,Dark – Lighted,Clear,1,1,2015-03-31 22:04:00+00:00,1,32.43133056,-91.42258056
373,Arizona,5,0,2,26,11,Dark – Lighted,Clear,1,0,2015-11-26 02:24:00+00:00,1,35.16171389,-111.27828333
374,Idaho,53,830,3,1,3,Dark – Lighted,Clear,1,1,2015-03-01 03:26:00+00:00,1,42.63595556,-114.44824167
375,Mississippi,67,1310,20,18,9,Dark – Lighted,Clear,1,1,2015-09-18 20:43:00+00:00,1,31.69185,-89.11715278
376,California,65,0,13,3,7,Daylight,Clear,1,0,2015-07-03 13:10:00+00:00,1,33.84808056,-117.2538
377,Indiana,57,3590,18,1,8,Daylight,Clear,1,0,2015-08-01 18:17:00+00:00,1,39.99063333,-85.89956111
378,Arizona,25,0,11,11,7,Daylight,Clear,1,0,2015-07-11 11:44:00+00:00,1,34.11148889,-112.14407778
379,Kansas,63,2140,11,4,8,Daylight,Clear,3,0,2015-08-04 11:03:00+00:00,1,39.11131667,-100.48820278
380,Minnesota,25,0,20,10,8,Daylight,Clear,1,1,2015-08-10 20:03:00+00:00,1,45.69181667,-92.99151389
381,Ohio,59,0,13,12,8,Daylight,Clear,1,0,2015-08-12 13:40:00+00:00,1,40.13723611,-81.55229444
382,Texas,325,0,15,23,12,Daylight,Clear,1,0,2015-12-23 15:50:00+00:00,1,29.19928056,-98.82355
383,Montana,21,0,11,30,5,Daylight,Clear,1,1,2015-05-30 11:25:00+00:00,1,47.07361111,-104.49020833
384,Arizona,13,0,6,7,7,Daylight,Clear,1,0,2015-07-07 06:27:00+00:00,1,32.94143611,-112.75281667
385,Texas,109,0,13,3,3,Daylight,Clear,1,0,2015-03-03 13:24:00+00:00,1,31.05644167,-104.57186944
386,Texas,13,0,17,26,4,Daylight,Clear,1,0,2015-04-26 17:25:00+00:00,1,28.69159167,-98.27438056
387,California,29,0,8,17,2,Daylight,Clear,1,0,2015-02-17 08:30:00+00:00,1,35.11841944,-119.06313889
388,Idaho,77,40,10,3,5,Daylight,Clear,1,1,2015-05-03 10:30:00+00:00,1,42.79005278,-112.83270833
389,New York,3,2190,14,10,10,Daylight,Clear,1,0,2015-10-10 14:48:00+00:00,1,42.27078611,-78.04993333
390,Missouri,157,0,6,9,12,Daylight,Clear,1,0,2015-12-09 06:30:00+00:00,1,37.66516667,-89.85780556
391,Arizona,19,0,17,24,10,Daylight,Clear,1,1,2015-10-24 17:23:00+00:00,1,31.98745833,-110.584125
392,Idaho,31,0,18,31,7,Daylight,Clear,1,0,2015-07-31 18:00:00+00:00,1,42.55713333,-113.49426667
393,Texas,389,0,13,20,5,Daylight,Clear,1,0,2015-05-20 13:29:00+00:00,1,31.00441389,-103.71903889
394,Pennsylvania,81,0,11,2,7,Daylight,Clear,1,0,2015-07-02 11:20:00+00:00,1,41.24590556,-76.84024444
395,Pennsylvania,85,0,6,5,9,Daylight,Clear,1,0,2015-09-05 06:52:00+00:00,1,41.47636944,-80.16674722
396,Pennsylvania,85,0,14,13,2,Daylight,Clear,1,0,2015-02-13 14:24:00+00:00,1,41.18630556,-80.338225
397,North Carolina,159,0,17,8,2,Daylight,Clear,1,0,2015-02-08 17:56:00+00:00,1,35.56629722,-80.56261111
398,Georgia,289,0,14,28,5,Daylight,Clear,1,0,2015-05-28 14:19:00+00:00,1,32.65795,-83.44758889
399,New Mexico,43,29,8,2,10,Daylight,Clear,1,0,2015-10-02 08:57:00+00:00,1,35.37774444,-106.47050833
400,Mississippi,59,0,15,15,2,Daylight,Clear,1,0,2015-02-15 15:00:00+00:00,1,30.45358889,-88.76533333
401,Oklahoma,17,0,20,3,6,Daylight,Clear,1,0,2015-06-03 20:46:00+00:00,1,35.5008,-97.8375
402,Texas,389,0,0,27,10,Dark – Not Lighted,Clear,1,1,2015-10-27 00:25:00+00:00,1,31.40750278,-103.46639167
403,New Mexico,19,0,0,9,3,Dark – Not Lighted,Clear,2,0,2015-03-09 00:58:00+00:00,1,34.98366111,-105.13730278
404,Pennsylvania,41,0,6,21,10,Dark – Not Lighted,Clear,1,0,2015-10-21 06:35:00+00:00,1,40.27177778,-77.03658333
405,New Mexico,51,810,6,2,11,Daylight,Clear,1,0,2015-11-02 06:28:00+00:00,1,33.39411111,-107.26608056
406,Texas,13,0,17,7,9,Daylight,Clear,1,0,2015-09-07 17:15:00+00:00,1,28.82114722,-98.36164722
407,Indiana,61,1030,21,24,7,Dark – Not Lighted,Clear,1,0,2015-07-24 21:50:00+00:00,1,38.23948611,-86.13137222
408,Idaho,53,830,8,30,5,Dark – Not Lighted,Clear,1,0,2015-05-30 08:50:00+00:00,1,42.67575833,-114.50549722
409,Utah,27,0,14,24,6,Daylight,Clear,1,0,2015-06-24 14:45:00+00:00,1,38.75458611,-112.5662
410,Wisconsin,21,0,8,6,9,Daylight,Clear,2,0,2015-09-06 08:49:00+00:00,1,43.43945,-89.48712778
411,Utah,21,0,7,28,7,Daylight,Clear,1,1,2015-07-28 07:30:00+00:00,1,37.83151944,-112.89012778
412,New Mexico,6,4,14,8,10,Daylight,Clear,1,0,2015-10-08 14:14:00+00:00,1,35.07611111,-107.63155
413,Missouri,87,0,99,15,8,Unknown,Clear,1,0,2015-08-15 00:00:00+00:00,1,40.10567222,-95.21597222
414,Wyoming,33,0,0,24,11,Dark – Not Lighted,Clear,1,0,2015-11-24 00:05:00+00:00,1,44.8763,-106.9988
415,New Mexico,47,719,4,21,9,Dark – Not Lighted,Clear,1,0,2015-09-21 04:00:00+00:00,1,35.75369444,-105.01786111
416,Washington,5,0,18,12,10,Dark – Not Lighted,Clear,1,0,2015-10-12 18:54:00+00:00,1,46.26195833,-119.40292222
417,Washington,63,0,5,25,9,Dark – Not Lighted,Clear,1,0,2015-09-25 05:20:00+00:00,1,47.476,-117.73211111
418,New Mexico,51,810,22,3,7,Dark – Not Lighted,Clear,1,0,2015-07-03 22:25:00+00:00,1,33.41593889,-107.25653611
419,Indiana,167,4840,1,5,5,Dark – Not Lighted,Clear,1,1,2015-05-05 01:33:00+00:00,1,39.4305,-87.3315
420,New Mexico,37,700,4,11,9,Dark – Not Lighted,Clear,1,0,2015-09-11 04:05:00+00:00,1,35.13500556,-103.41408056
421,Arizona,25,0,2,4,10,Dark – Not Lighted,Clear,3,0,2015-10-04 02:38:00+00:00,1,35.25836667,-112.71256944
422,Texas,479,0,4,13,10,Dark – Not Lighted,Clear,1,0,2015-10-13 04:31:00+00:00,1,27.96993889,-99.37661389
423,Indiana,51,2060,4,11,1,Dark – Not Lighted,Clear,1,0,2015-01-11 04:08:00+00:00,1,38.188825,-87.46742778
424,Oregon,59,0,2,26,4,Dark – Not Lighted,Clear,2,0,2015-04-26 02:00:00+00:00,1,45.49395,-118.41467222
425,Montana,63,0,22,10,7,Dark – Not Lighted,Clear,1,0,2015-07-10 22:30:00+00:00,1,46.7871,-113.7215
426,Wyoming,25,0,20,20,3,Dark – Not Lighted,Clear,1,1,2015-03-20 20:50:00+00:00,1,42.9523,-106.3314
427,Indiana,63,3990,0,6,6,Dark – Not Lighted,Clear,1,0,2015-06-06 00:30:00+00:00,1,39.64337778,-86.42016944
428,Mississippi,67,0,1,16,8,Dark – Not Lighted,Clear,1,0,2015-08-16 01:56:00+00:00,1,31.50977778,-89.29388056
429,Pennsylvania,27,0,7,30,5,Daylight,Clear,1,0,2015-05-30 07:10:00+00:00,1,40.80602778,-78.06249167
